taxon_name,plant_growth_form,woodiness_detailed,life_history,references
Caladenia x hopperi,herb,herbaceous,perennial,scraped from online flora: species
Caladenia x hypata,herb,herbaceous,perennial,scraped from online flora: species
Caladenia x idiastes,herb,herbaceous,perennial,scraped from online flora: species
Caladenia x lavandulacea,herb,herbaceous,perennial,scraped from online flora: species
Caladenia x resupina,herb,herbaceous,perennial,scraped from online flora: species
Caladenia x spectabilis,herb,herbaceous,perennial,scraped from online flora: species
Caladenia x suffusa,herb,herbaceous,perennial,scraped from online flora: species
Caladenia x triangularis,herb,herbaceous,perennial,scraped from online flora: species
Caladenia x tryphera,herb,herbaceous,perennial,scraped from online flora: species
Caladenia x variabilis,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Caladenia xantha,herb,herbaceous,perennial,scraped from online flora: species
Caladenia xanthochila,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Caladenia xantholeuca,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Caladenia zephyra,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Caladium bicolor,herb,herbaceous,perennial,website - well referenced material: species - Wikipedia
Calamagrostis arenaria,graminoid,herbaceous,perennial,scraped from online flora: species
Calamagrostis epigejos,graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Calamagrostis viridiflavescens var. montevidensis,graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Calamagrostis viridiflavescens,graminoid,herbaceous,perennial,scraped from online flora - applied family value to individual species: family - PlantNet
Calamintha nepeta subsp. glandulosa,herb,herbaceous,perennial,scraped from online flora - applied species value to infraspecific taxon: species - SA
Calamintha nepeta,herb,herbaceous,perennial,scraped from online flora: species
Calamphoreus inflatus,shrub,woody,perennial,scraped from online flora: species - WA
Calamus aruensis,climber_herbaceous,herbaceous,perennial,scraped from online flora: species - Lucid
Calamus australis,climber_herbaceous,herbaceous,perennial,scraped from online flora: species - Lucid
Calamus caryotoides,climber_herbaceous,herbaceous,perennial,scraped from online flora: species - Lucid
Calamus moti,climber_herbaceous,herbaceous,perennial,scraped from online flora: species - Lucid
Calamus muelleri,climber_herbaceous,herbaceous,perennial,scraped from online flora: species - Lucid
Calamus radicalis,climber_herbaceous,herbaceous,perennial,scraped from online flora: species - Lucid
Calamus vitiensis,climber_herbaceous,herbaceous,perennial,scraped from online flora: species - Lucid
Calamus warburgii,climber_herbaceous,herbaceous,perennial,scraped from online flora: species - Lucid
Calandrinia arenicola,herb,herbaceous,annual,scraped from online flora: species
Calandrinia baccata,herb,herbaceous,annual,scraped from online flora - applied family value to individual species: family
Calandrinia balonensis,herb,herbaceous,annual,scraped from online flora: species
Calandrinia brevipedata,herb,herbaceous,annual,scraped from online flora: species
Calandrinia butcherensis,herb,herbaceous,annual,scraped from online flora - applied family value to individual species: family
Calandrinia calyptrata,herb,herbaceous,annual,scraped from online flora: species
Calandrinia ciliata,herb,herbaceous,annual,scraped from online flora: species
Calandrinia composita,herb,herbaceous,annual,scraped from online flora: species
Calandrinia corrigioloides,herb,herbaceous,annual,scraped from online flora: species
Calandrinia creethae,herb,herbaceous,annual,scraped from online flora: species
Calandrinia crispisepala,herb,herbaceous,perennial,scraped from online flora: species
Calandrinia cylindrica,herb,herbaceous,annual,scraped from online flora: species
Calandrinia dielsii,herb,herbaceous,annual,scraped from online flora: species
Calandrinia disperma,herb,herbaceous,annual,scraped from online flora: species
Calandrinia eremaea,herb,herbaceous,annual,scraped from online flora: species
Calandrinia flava,herb,herbaceous,annual,scraped from online flora - applied family value to individual species: family
Calandrinia gracilis,herb,herbaceous,annual biennial short_lived_perennial,scraped from online flora: species
Calandrinia granulifera,herb,herbaceous,annual,scraped from online flora: species
Calandrinia holtumii,herb,herbaceous,annual,scraped from online flora - applied family value to individual species: family
Calandrinia hortiorum,herb,herbaceous,annual,scraped from online flora - applied family value to individual species: family
Calandrinia kalanniensis,herb,herbaceous,perennial,scraped from online flora: species
Calandrinia lefroyensis,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family
Calandrinia lehmannii,herb,herbaceous,perennial,scraped from online flora: species
Calandrinia liniflora,herb,herbaceous,annual,scraped from online flora: species
Calandrinia monogyna,herb,herbaceous,annual,scraped from online flora: species
Calandrinia oblonga,herb,herbaceous,annual,scraped from online flora: species
Calandrinia operta,herb,herbaceous,annual,scraped from online flora - applied family value to individual species: family
Calandrinia oraria,herb,herbaceous,annual,scraped from online flora - applied family value to individual species: family
Calandrinia papillata,herb,herbaceous,annual,scraped from online flora: species
Calandrinia pentavalvis,herb,herbaceous,annual,scraped from online flora - applied family value to individual species: family
Calandrinia pickeringii,herb,herbaceous,annual,scraped from online flora: species
Calandrinia pleiopetala,herb,herbaceous,annual,scraped from online flora: species
Calandrinia polyandra,herb,herbaceous,annual,scraped from online flora: species
Calandrinia polypetala,herb,herbaceous,annual,scraped from online flora: species
Calandrinia porifera,herb,herbaceous,annual,scraped from online flora: species
Calandrinia primuliflora,herb,herbaceous,perennial,scraped from online flora: species
Calandrinia ptychosperma,herb,herbaceous,annual,scraped from online flora: species
Calandrinia pumila,herb,herbaceous,annual short_lived_perennial,scraped from online flora: species
Calandrinia quadrivalvis,herb,herbaceous,annual,scraped from online flora: species
Calandrinia quartzitica,herb,herbaceous,perennial,scraped from online flora - applied family value to individual species: family
Calandrinia remota,herb,herbaceous,annual,scraped from online flora: species
Calandrinia reticulata,herb,herbaceous,annual,scraped from online flora: species
Calandrinia rubrisabulosa,herb,herbaceous,annual,scraped from online flora - applied family value to individual species: family
Calandrinia schistorhiza,herb,herbaceous,perennial,scraped from online flora: species
Calandrinia sculpta,herb,herbaceous,annual,scraped from online flora - applied family value to individual species: family
Calandrinia sp. Berry Springs (M.O.Parker 855),herb,herbaceous,perennial,scraped from online flora: species
Calandrinia sp. Bungalbin (G.J.Keighery & N.Gibson 1656),herb,herbaceous,annual,scraped from online flora: species
Calandrinia sp. Kenwick (G.J.Keighery 10905),herb,herbaceous,annual,scraped from online flora: species
Calandrinia sp. Needilup (K.R.Newbey 4892),herb,herbaceous,annual,scraped from online flora: species
Calandrinia sp. Ongerup (K.R.Newbey 11834),herb,herbaceous,annual,scraped from online flora: species
Calandrinia sp. Piawaning (A.C.Beauglehole 12257),herb,herbaceous,annual,scraped from online flora: species
Calandrinia sp. Shark Bay (A.Markey 1405),herb,herbaceous,annual,scraped from online flora - applied family value to individual species: family
Calandrinia sp. The Pink Hills (F.Obbens FO 19/06),herb,herbaceous,annual,scraped from online flora: species
Calandrinia sp. Truncate capsules (A.Markey & S.Dillon 3474),herb,herbaceous,annual,scraped from online flora - applied family value to individual species: family
Calandrinia sp. Warriedar (F.Obbens 04/09),herb,herbaceous,annual,scraped from online flora - applied family value to individual species: family
